,text_id,text,task_1,task_2
1030,hasoc_de_1031,"Verpflichtung zur Entsperrung eines Facebook-Accounts im einstweiligen Rechtsschutz 
 
",0,NONE
882,hasoc_de_883,"Im besten D aller Zeiten: Schläge, Spucken, Regeln brechen - Hannover setzt Sicherheitsdienste in Freibädern ein. Schon Kinder ab zehn Jahren fallen mit respektlosem Verhalten auf. Für Angestellte gibt es nun Schulungen - etwa Kurse im Umgang mit Gästen mit Migrationshintergrund 
",0,NONE
1335,hasoc_de_1336,Angriff ist die beste Verteidigung. Nach dieser Devise bashed BDI-Chef Kempf die Bundesregierung. Die Wirtschaft habe Vertrauen in die Regierung verloren. Wie steht‘s nach Bankenkrise und Dieselgate mit dem Vertrauen in die Wirtschaft und ihre leitenden Manager?,0,NONE
2746,hasoc_de_2747,"Niemals wurde das verlogene Spiel von Politik und Lügenpresse so offensichtlich wie in den letzten Tagen    afd 
",1,HATE
2947,hasoc_de_2948,"USER Wenn ich das seh, werd ich echt sauer ",0,NONE
2713,hasoc_de_2714,"Funktionäre des isl. Zentrums in HH organisieren bis heute Quds Tag mit-  egal Olaf Scholz chillt da mit Ayatollahs. 
",1,HATE
364,hasoc_de_365,"Notre Dame – Die Feuerschrift des Untergangs Europas 
",0,NONE
2125,hasoc_de_2126,"Warum der 8. Mai für immer in Erinnerung bleiben sollte 
",0,NONE
27,hasoc_de_28,In Berlin werden künftig (auch) Studienabbrecher an öffentlichen Schulen Kinder unterrichten. Läuft in der Bildungsrepublik Deutschland.,0,NONE
473,hasoc_de_474,"Teilen! Mindestens 80 Millionen mal! Bis auch der letzte Nachtwächter versteht, was hier abgeht!   
",0,NONE
525,hasoc_de_526,"Und die Türkei soll in die EU aufgenommen werden?  Den würde ich mal ganz gepflegt vorn Koffer scheißen! 
",1,PRFN
725,hasoc_de_726,"Das ist eine Botschaft! 
",0,NONE
55,hasoc_de_56,"Bürgermeister-Wahlen in Italien: Deutsche Medien verschweigen, dass massenhaft sozialistische Hochburgen an Salvini's Lega fallen.  (Grüne spielen dort übrigens keine Rolle.)  ;)  
",0,NONE
638,hasoc_de_639,"Jetzt nach Andernach! 
",0,NONE
302,hasoc_de_303,"Das halte ich für im Bereich des Möglichen.    Eurosport : Gerücht aus Italien: FC Bayern angeblich an Conte dran 
",0,NONE
2766,hasoc_de_2767,"Sonst blockieren die Berliner Politiker immer den reibungslosen Ablauf. Jetzt geht es sogar schon ganz ohne sie. Böse Zungen nennen es einen Fortschritt.    O. Wilke, alias der EkelWilfred, Wiltewka oder der Papa Wilberg von der Capitol  
    Berlin wie es..",0,NONE
3313,hasoc_de_3314,"USER USER Danke, dass Du Tweets über solche Aspekte der Wirtschaft einstellst. Kleine, mittelständische Unternehmen, deren Probleme sonst untergehen. Es hängen immer Arbeitsplätze, Familien dran.",0,NONE
1276,hasoc_de_1277,"Hallo Frau USER     ....ist was Wahres dran, oder...?     
",0,NONE
3346,hasoc_de_3347,"Im Gepäck eines 23-Jährigen fanden sie zwei Sturmgewehre vom Typ  Kalaschnikow und eine Pumpgun. Außerdem entdeckten die Zöllner eine  Pistole, die eingewickelt in einem Pullover in dem Gepäckfach über  seinem Sitzplatz versteckt war. Der Verdächtige wurde auf freien Fuß gesetzt. 
",0,NONE
624,hasoc_de_625,"Glückwunsch Kloppo! Jetzt deutsche Nationalmannschaft übernehmen! 
",0,NONE
2055,hasoc_de_2056,"Ramazan Akbas, Gründer der deutschen Erdogan-Partei ADD, präsentiert bei FB seinen Fake-Presseausweis, mit dem er sich nun als Journalist ausgibt. (thx USER Gegen Akbas ermittelte die Staatsanwaltschaft wiederholt wg. Volksverhetzung. Wer dieses Video sieht, versteht warum 
",0,NONE
1280,hasoc_de_1281,".....ein Hetzer beklagt sich über Hetze, die keine ist um eine Hetzerin zu schützen....?     ....widerlich...!     Afd 
",0,NONE
1049,hasoc_de_1050,"Anwalt und Menschenrechtler Wilfried Schmitz: “Merkel betreibt Völkermord an den Deutschen” 
 
",0,NONE
336,hasoc_de_337,USER USER USER Sehr gruselig.,0,NONE
47,hasoc_de_48,"Diese Art und Weise, Menschen zu verteufeln, die anders leben oder denken als man selbst... das macht mich echt wütend. Leute fahren mit dem Auto zur Arbeit, um ihre Familien zu ernähren. Jürgen Trittin lässt sich fahren. 
 via USER",0,NONE
106,hasoc_de_107,"Interessanter Artikel aus 2014.    'Unsere Klimaschutz- und Energiepolitik wird zur Hauptgefahr für die biologische Vielfalt.' Heute, 5 Jahre später, halten wir am Ausbau fest und verschließen weiterhin die Augen vor den Auswirkungen...    AfD wählen!    
",0,NONE
2397,hasoc_de_2398,"Das gibt für Berliner Bischof Koch Loyalitätsprobleme, 'Jesus-Greta' oder 'Stellvertreter Gottes auf Erden-Papst'. Für mich sind es 3 Scharlatane.    Greta Thunberg trifft Papst Franziskus in Rom 
",1,OFFN
1079,hasoc_de_1080,"Zornige Flüchtlinge wurden von der libyschen Küstenwache nicht nach Europa, sondern nach Tunesien verfrachtet:   'Wir brauchen kein Essen. Wir brauchen keine Medizin. Wir wollen nach Europa', skandieren die traumatisierten Familien!  
 Zarzis 
",0,NONE
2286,hasoc_de_2287,"Jetzt wird am Allerheiligsten der Demokratie herumgefummelt: dem Wahlrecht. In Zukunft sollen wir nur noch nach Quoten wählen dürfen, ähnlich der DDR. Rettet das Bundesverfassungsgericht die Demokratie? 
",0,NONE
2261,hasoc_de_2262,"Nachdem der erste Wohlfühl-Rausch der vermeintlichen moralischen Überlegenheit verflogen ist, soll nun die Allgemeinheit für die freiwillig geleisteten (!) »Flüchtlings«-Bürgschaften aufkommen…    
 
",0,NONE
1144,hasoc_de_1145,"Syrer und Afghanen bereichern ein Konzert in Wiesbaden mit Taharrush: Mehrere Mädchen sexuell belästigt, Helfer zusammengeschlagen!  
",0,NONE
3024,hasoc_de_3025,"USER Und weiter, was beweist das Video, dass niemand perfekt ist und jeder im eigenen Bereich nach eigener Leistungsfähigkeit gutes tun kann und kein Demoteilnehmer ein Engel ist?",0,NONE
2296,hasoc_de_2297,"Als in Indien eine Studentin nach einer brutalen Gruppenvergewaltigung starb, berichteten Medien rund um den Globus und die Inder forderten erbost eine Verschärfung des Strafrechts.  Hier führt das regionale Ereignis nur zur reflexhaften Verteidigung der Tätergruppe. Freiburg",0,NONE
2841,hasoc_de_2842,"Wenn die AfD sich einen Spaß erlaubt, dann ist es Rassismus?!  Man, seid ihr alle bekloppt!   USER 
",0,NONE
1836,hasoc_de_1837,"einfach mal einen Ausflug machen   die passenden Stecher werden bestimmt am Strassenrand stehen  
",0,NONE
1753,hasoc_de_1754,"Hier noch was zum Tag versauen!  Wünsche euch einen schönen Wochenteiler  nun geht es berg ab!! 
",1,PRFN
1101,hasoc_de_1102,"„Ich habe eine geköpft … es tut mir leid.“  Der gläubige Herr, der vor den Enthauptungen 'viel zu Gott betete', klingt doch recht reumütig.  
 Marokko",0,NONE
1968,hasoc_de_1969,"USER USER USER  in the 20th century     The World - no more democracy     
    PLEASE WRITE THE TRUTH      USER USER USER USER USER USER USER USER USER USER USER                      USER",0,NONE
3762,hasoc_de_3763,USER USER ,0,NONE
3486,hasoc_de_3487,"Reinhard Sebastian Zimmermann  Musikprobe auf dem Lande  1891 
",0,NONE
523,hasoc_de_524,"Städtebund will Flüchtlinge als Polizisten - Union warnt vor 'Experimenten' Sicherheit facepalm 
",0,NONE
2280,hasoc_de_2281,"Herrschaft des Unrechts. Zu nichts anderem ist diese Republik verkommen. Seehofer gehört nun auch dazu. Man fasst es nicht. CSU deckt Linksradikale. Nur noch AfD 
",0,NONE
2692,hasoc_de_2693,"Genau mein Humor.....     Was sich ein  Investigativjournalist so alles im Alkoholrausch leistet  
",0,NONE
1428,hasoc_de_1429,"USER USER USER USER Ja, die über 50 islamischen Länder sind Musterbeispiele für Humanismus, Toleranz und Menschenrechte. Ich würde ja mal über andere Tabletten nachdenken. Viel Erfolg dabei!",1,OFFN
2581,hasoc_de_2582,"Gestern gelernt: Haltungstwitter findet populistischen Mist plötzlich total super, wenn er von einem Youtuber stammt und gegen die CDU geht.",0,NONE
3635,hasoc_de_3636,USER Genau das habe ich auch die letzten Jahre gedacht... Und was hört man über arbeitsmarktpolitische Themen...? Und Umweltthemen...? AfD ist ohnehin nicht wählbar für mich und wenn sie dann User bei Kritik gleich blocken zeigt das kein wahres Demokratieverständnis... &gt;lächerlich,0,NONE
603,hasoc_de_604,"Heute fand die konstituierende Sitzung der neuen Fraktion „Identity and Democracy“ statt, der wir künftig angehören werden. USER wurde zum Vizepräsidenten der Fraktion gewählt. AfD IdentityandDemocracy USER 
",0,NONE
1489,hasoc_de_1490,"Es ist richtig den Wahlomat abzuschalten, bis seine Beschränkung auf acht Parteien aufgehoben ist. Wozu Parteien vom Vergleich ausschließen? Man soll doch heraus finden, welche Partei die eigenen Interessen vertritt. Oder etwa nicht?   
",0,NONE
3376,hasoc_de_3377,"Der Tiefkühl-Backwarenhersteller Aryzta will die Standorte Mansfeld mit 180 Mitarbeitern und Artern mit 25 Beschäftigten schließen  Grund ist eine Produktionsverschiebung  futschi  
",0,NONE
3138,hasoc_de_3139,USER USER Heute bei ALDI: Kopftuch in jeder Reihe. Es gibt kein Entrinnen.,0,NONE
60,hasoc_de_61,"„Ohne ausreichend Personal, den richtigen Einsatzmitteln und vor allem dem politischen Willen, gepaart mit dem nötigen Rückhalt und Vertrauen in die USER wird dort nie Ruhe einkehren.“ *BN USER USER 
",0,NONE
3494,hasoc_de_3495,"Oh je  ...Die tektonische Eurasienplatte ist das Beste, was  die tektonische Eurasienplatte je geschaffen hat.   *Ohne Europa kann man nicht frei leben, studieren, arbeiten. Ohne die Platte auch nicht. [Baerbock]  Es leben die USER   Europawahl  
",0,NONE
671,hasoc_de_672,"Linke warnen: Wer um BudSpencer trauert, der ist ein Nazi!  
 
",0,NONE
92,hasoc_de_93,"Hannover Prozess um die versuchte Vergewaltigung einer Bachelor Kandidatin 'Baby Baby i need to fuck' sagte der Flüchtling aus Guinea während er sein Opfer würgte. Bei der Festnahme verletzte er Polizisten und beleidigte sie als Rassisten 
",0,NONE
666,hasoc_de_667,"++ Unfassbar: Prozess entfällt, weil Richter Angst vor Clan hat ++   Der deutsche Rechtsstaat geht vor die Hunde: Der Prozess gegen ein  hochkriminelles Clan-Mitglied in Essen entfällt, weil der Richter Tumulte im Saal befürchtet.  AfD   
 
",0,NONE
1887,hasoc_de_1888,"Verpasst den Linksmedien, EUzis und Böhmermanns einen Denkzettel und bringt sie zur Weißglut!  Wählen wir Strache mit Vorzugsstimme ins EU-Parlament.  Ich mach mit!  So einfach geht's.  voteStrache 
",0,NONE
280,hasoc_de_281,"Leider zu viele Blind unterwegs. 
",0,NONE
1719,hasoc_de_1720,"Hahaha...es wird immer besser in der Freiluftklapse. Der Hamburger Lügen-Speichel puscht den narzisstischen Schülersprecher und Ex-Callcenter-Agenten noch zum Kanzler hoch. Dann hat Deutschland das, was es verdient: 'ne Luftpumpe, die sagt, wo' s langgeht. 
",1,OFFN
359,hasoc_de_360,Auf MDR kommt gerade eine uralte russische Fassung von Aladins Wunderlampe. Verschleierte Frauen+alberne Langbärte mit Säbeln.  O-Ton: 'Wer die Prinzessin ansieht dem wird der Kopf abgeschlagen!'  Ist zwar ein Märchen aber teilweise unsere heutige Realität.,0,NONE
899,hasoc_de_900,"Kassel 2 Nordafrikaner bedrängen 19 Jährige sexuell und begrapschen sie. Als sie sich zur Wehr setzt, prügeln und treten sie die 19 Jährige krankenhausreif   
",0,NONE
1935,hasoc_de_1936,"So sieht die 'Sicherheit' aus...ich denke einfach blamabel    
",0,NONE
1994,hasoc_de_1995,"Trump will illegale Einwanderer in jene Städte schicken, die für offene Grenzen plädieren (Sanctuary Cities). Das ist so, als ob man „Flüchtlinge“ in Kirchen und bei rotgrüne unterbringen würde. Finden die natürlich empörend...    
",0,NONE
2929,hasoc_de_2930,USER USER Was für ein respektloses Dreckspack haben die in unserem Land einreisen lassen.Das ist das Ergebnis einer misslungenen Politik.,0,NONE
760,hasoc_de_761,"»Wenn die Fahne des  Halbmondes steigt, wird die Fahne des  Regenbogens brennen!«  Aktuelle Stunde im Bundestag zu Maßnahmen gegen Homo- &amp; Transfeindlichkeit - Rede der stellv. AfD-Fraktionsvorsitzenden USER   
   
 
",1,OFFN
2158,hasoc_de_2159,"WsK – Folge 72 – Thema: Leben im Nationalsozialismus 
 
",0,NONE
3330,hasoc_de_3331,"Die GroKo und die SPD besonders feiern das Fachkräftezuwanderungsgesetz. Hinter der Jubelnebelwand wird deutlich: Noch mehr Einwanderung in die Sozialsysteme wird gefördert. Ein Seehofer-Bluff. 
",0,NONE
42,hasoc_de_43,"SEID AUCH MIT DABEI! activecityday  Wir sind es schon &amp; 365 Tage im Jahr aktiv in unserer Stadt. hamburgactivecity  Kommt zum Training für das Deutsche Sportabzeichen mit unserer Polizeiakademie  13. Juni 2019 | 8-15 Uhr | Leichtathletikhalle in Winterhude  
 
",0,NONE
2173,hasoc_de_2174,"VL: Ich hab noch lange nicht genug! | AKTUELL 
 
",0,NONE
204,hasoc_de_205,"Interessanter Ansatz aus der Hirnforschung zu Organspende. Forscher der Yale Universität: Mikrozirkulation + Aktivität von Synapsen können auch 4 Stunden nach dem Hirntod wieder einsetzen. Ein Grund, weshalb ich einer Organspende widersprechen werden.   
",0,NONE
1473,hasoc_de_1474,"Der WahlOMat darf wieder online gehen. In unveränderter Form, weil die Bundeszenztale für politische Beeinflussung versprochen hat, sich in Zukunft zu bessern...  
",0,NONE
2100,hasoc_de_2101,"Deutsches Maedchen: Freiheit für Ursula Haverbeck – Eine Stimme für eine Stimme! 
",0,NONE
2593,hasoc_de_2594,"Hat aber nix mit Nix zu tun! 
",0,NONE
68,hasoc_de_69,",,..der Reporter...seinen Presseausweis [zückte] u sich mit einem Abstand von &lt; 20 cm vor dem Gesicht eines Beamten aufbaute. Er meinte nach Polizeiangaben, dass man ihm gar nichts könne, da er Journalist sei.'     ,,Polizei: Kein Benehmen trotz hohem Bildungsabschluss'  ZDF 
",0,NONE
1875,hasoc_de_1876,"Das ist unser krankes System.. und ach die Grün.. linken schwärzer tun hier nichts....gutes....    
",0,NONE
2832,hasoc_de_2833,"War wohl doch nix mit Flüchtlinge und Fachkräfte!   Hilfsarbeiter und Sozialhilfeempfänger trifft es eher!  
",0,NONE
3016,hasoc_de_3017,USER USER USER USER USER Nur noch Katzenbilder und Porno.,0,NONE
2231,hasoc_de_2232,"Die Stasitrine ist ja voll wie eine kleine Kirche, die lallt ja fast; hat wohl von Junckers Ischias-Medizin überdosiert.    Angela Merkel zu den Ergebnissen des EU-Gipfels am 11.04.19 
 via USER",1,HATE
137,hasoc_de_138,"Nigerianer vergewaltigt 9-jähriges Mädchen in Roßlau.  Geschockte Bürger werden als Nazis diffamiert.  
",0,NONE
796,hasoc_de_797,"Viertklässler wurden im Rahmen des evangelischen Religionsunterrichts an der Grundschule Udestedt durch die Religionslehrerin verpflichtet, an Teilen eines muslimischen Gebets teilzunehmen. Die AfD-Fraktion wird dies parlamentarisch aufarbeiten.     
 
",0,NONE
2180,hasoc_de_2181,"Umfangreiche Übersicht auf die Alliierten Kriegsverbrechen 
",0,NONE
2128,hasoc_de_2129,"SCHARIA-EHE und deutscher Pass? KEIN PROBLEM! 
 
",0,NONE
758,hasoc_de_759,"Ich könnte mir durchaus vorstellen, Kevin Kuehnert und die SPD abzuschaffen! Oder nein, dass machen die schon selber!  
",0,NONE
541,hasoc_de_542,"Trotz Brexit: Grenzen in Calais werden nicht geöffnet.  
 
",0,NONE
1019,hasoc_de_1020,"EU Wahl – ist Grün die Farbe des Teufels? 
 
",0,NONE
2899,hasoc_de_2900,USER Offenbar findet nach den verheerenden Wahlergebnissen der Spezialdemokraten ein Umdenken statt: erst USER dann USER und jetzt USER Ist die SPD doch noch zu retten? SPDebakel Schulzzug EP2019 AfDwirkt AfD,0,NONE
165,hasoc_de_166,"Muenchen Der am Karfreitag vor einer Tankstelle abgestochene 17 Jährige erlag seinen Stichverletzungen. Die beiden Tatverdächtigen Afghanischen Flüchtlinge konnten in Paris festgenommen werden. 
",0,NONE
248,hasoc_de_249,"Bin zwar für die Selbstbestimmung von Frauen, aber habe öfter schon von Frauen gehört, die eine Abtreibung sehr bereut haben, allerdings noch nie von einer Frau, die bereut hat ihr Kind zu bekommen.  annewill",0,NONE
1331,hasoc_de_1332,"Ich weiss nicht ob ich lachen oder lachen soll.     DerPoet will nun vor Gericht. Weil ich auf Instagram (!) dieses gepostet habe.     Der Brief ist von einem echten Anwalt.      Realsatire 
",0,NONE
2017,hasoc_de_2018,"Menschen, die Schweinefleisch verzehren sind deutlich weniger sprenggläubig! SchweinefleischBeruhigt 
",1,HATE
446,hasoc_de_447,"Wenn wir politische Gegner hintergehen, ihre Privatsphäre verletzen u sogar kriminelles Unrecht begehen, schaden wir letzten Endes unserer politischen Kultur u damit uns allen    Kein Ruhmesblatt ⁦USER ⁦USER    strachevideo   Ibizagate    
",0,NONE
2482,hasoc_de_2483,"Bei den Wahlen in Dänemark stehend die Sozialdemokraten vor einem großen Sieg - beflügelt von einer strengen Flüchtlings- und Asylpolitik.  Angesichts dessen haben sich die Werte der Rechtspopulisten mehr als halbiert 
",0,NONE
1358,hasoc_de_1359,"Merkels Zustimmungswerte liegen seit langem mehr als 10 Prozentpunkte über denen der CDU. Ist schon mal jemand auf die Idee gekommen, dass wir Wähler verlieren, WEIL sie geht? Und dass wir diese Wähler nur halten können, wenn wir den Kurs der Mitte fortsetzen? ZukunftMITTE",0,NONE
2845,hasoc_de_2846,USER USER Bitte unten links auf das Bild achten....Satire,0,NONE
2145,hasoc_de_2146,"DIE RECHTE – Radiospot “Ursula Haverbeck Europawahl 2019” 
 
",0,NONE
1329,hasoc_de_1330,"Europaabgeordnete mit Wohnsitz in Ostdeutschland (ohne Berlin)    CDU: 4 von 29  Linke: 2 von 5  SPD: 1 von 16  Grüne: 1 von 21  AfD: 1 von 11  FDP: 0 von 5  Sonstige: 0 von 9    Gesamt: 9 von 96 (9.38%). Ich finde ja, darauf könnte man die Parteien öfter hinweisen  USER wirimosten",0,NONE
3792,hasoc_de_3793,USER USER Die Hierarchie der Opfer steht dem wohl einfach in Weg. ,0,NONE
2785,hasoc_de_2786,"'Es ist nicht abzusehen, ob wir sie finden.“  1. Weil er sich NOCH 1:18 Stunde nach dem letzten „Rebecca ist nicht da“-Anruf im Haus aufhielt.   2. Weil der Twingo für etwas anderes VORHER bereitgestellt wurde.   Nur darf er das nicht sagen.   findbecci  
",0,NONE
3701,hasoc_de_3702,"USER USER USER Gott, muss Sie ja hart getriggert haben, dass der Typ ein T-Shirt im BT kritisiert...",0,NONE
2150,hasoc_de_2151,"Beeinflussung in Schulen 
 
",0,NONE
434,hasoc_de_435,"WIE BITTE? Europarat verbietet Gründung einer EU-kritischen Fraktion! Am 26. Mai erst Recht sagen, was Sie von der EU halten! AfDwählen europaistdieantwort EUdasProblem 
",0,NONE
2122,hasoc_de_2123,"zu 100% wird es eine Euro-Währungs-Reform geben!…darum ist es kein Problem 100e von Milliarden für lt. GG Invasoren zu verschwenden…Bürger verliert 90% des Vermögens…das ist Fakt! 
 
",0,NONE
577,hasoc_de_578,"Asylbewerber in Berlin Michael Müller: 'Wir können weiter Flüchtlinge aufnehmen' 
",0,NONE
2900,hasoc_de_2901,USER Der will es den Dänen nachmachen. Wirklich ein erbärmlicher Heuchler.,0,NONE
3529,hasoc_de_3530,"Yeah   Claudia Roth: 'Die Grünen &amp; grüne Wähler sind die am BESTEN AUSGEBILDETEN Menschen, die den HÖCHSTEN Bildungsstand haben.'  (N24-Interview mit Schumacher &amp; Tiedje)  SpeicherBaerbock: Strom verstopft die Netze.  Künast verwechselt Lincoln +Washington, Polen+Slowakei. 
",0,NONE
3648,hasoc_de_3649,USER Ekelhafte Nazis!,1,HATE
3793,hasoc_de_3794,USER USER Oder 51jährige Frau in Hofgarten von mehreren Nafris vergewaltigt....,0,NONE
2448,hasoc_de_2449,Fun fact: Auf Latein heißt Pizza 'placenta compressa'.    Guten Appetit! ,0,NONE
1848,hasoc_de_1849,"der Schrecken der Strasse  ehmm eher Autobahn der brauch bissel mehr Platz  der Nahkämpfer der Herzen gegen Rääächts  aber bitte vorher noch mal zum Frisör gehen mit so einem Topfschnitt fallen wir ja alle um vor lachen 
",0,NONE
762,hasoc_de_763,.USER identifiziert in Debatte zu 'Soziale Marktwirtschaft statt Sozialismus' Überregulierung und Vergesellschaftung als 'pures Gift' für wettbewerbsfähige und innovative Volkswirtschaft. ltrlp Plenarsitzung,0,NONE
388,hasoc_de_389,"Genau so und nicht anders,Europa den Vaterländern. 
",0,NONE
235,hasoc_de_236,"Und dann gibt es wieder Empörungs-Tweets darüber, dass sie auf Englisch angesprochen wird. 
",0,NONE
3310,hasoc_de_3311,"USER Bis vor einigen Jahren galt: Zwei junge Männer zusammen unterwegs, denen passiert nichts. Ausgeschlossen. Kriminelle Gangs, die in Mannschaftsstärke um die Häuser ziehen und den öffentlichen Raum terrorisieren, das gab es einfach nicht. Aber Dummmichel dämmert einfach weiter.",0,NONE
1984,hasoc_de_1985,"Für EU- Brandenburg und Sachsenwahl die Sozilette. 
",0,NONE
267,hasoc_de_268,"Voll kalt draußen!  Bitte nicht vergessen Vögel/Eichhörnchen etc. zu füttern + schönen Sonntag! 
",0,NONE
770,hasoc_de_771,"Sohn von Israels Premier Netanjahu zu Außenminister Maas (SPD):     „Es wäre schön, wenn Sie mal aufhören würden, sich in unsere internen Angelegenheiten einzumischen &amp; hunderte linksradikale NGO's in Israel zu finanzieren, die unsere Zerstörung wollen.'    
",0,NONE
2165,hasoc_de_2166,"5G…neben dem UN-Migrations-Pakt das wichtigste Thema…zumindest sollte sich jeder detailliert über die Gefahren informieren 
 
",0,NONE
437,hasoc_de_438,"Lange galt es als rechtes Gerücht: Flüchtlinge, die per Flugzeug nach Deutschland kommen. Dann kam heraus: Ein Drittel aller vom BAMF befragten Flüchtlinge gibt an, mit dem Flugzeug eingereist zu sein. Nun hat die Regierung die Zahlen als geheim eingestuft 
",0,NONE
673,hasoc_de_674,"MDR: 'Flüchtling' wird vergewaltigt, die Täter sind 'Asylbewerber'  Qualitätsjournalismus  
 
",0,NONE
249,hasoc_de_250,"USER USER Sorry, das klingt aus dem Mund einer alten Frau, die selbst keine Mutter ist ziemlich verrückt und anmaßend. Ihr solltet euch mal bei youtube das Video ' Das Kind, was eine Abtreibung überlebte' ansehen. Dann wieder urteilen. annewill  
",0,NONE
2201,hasoc_de_2202,"Habe die Geldbörse von einem Syrer gefunden. Hab sie behalten, ist ja schließlich mein Geld. 
",1,HATE
1574,hasoc_de_1575,USER USER USER USER USER Mit Hardrock ist sicher Grönemeyer gemeint und 'sanfte Balladen' sind 'Best of Kuschelsongs' ,0,NONE
2142,hasoc_de_2143,"“Angela Schaller”, das Lied – von Ernst Cran 
 
",0,NONE
2081,hasoc_de_2082,"Der Michael ist erstmals in einem April Twitter beigetreten. April war Hitlers Geburtstag! Auch 2019 wird der Account sehr von einem Nazikeulenschwinger geleitet! Bereits an sich bedenklich der Beitritt im April: der wird bis heute in einer regnerischen Version gespielt. 
",0,NONE
3325,hasoc_de_3326,"Eine Zumutung! Diese Demonstration ist eine Provokation gegenüber uns 'Ungläubigen' wie sie uns nennen. 
",0,NONE
3319,hasoc_de_3320,"Für 450€ in den Wald  ... kannst du dir nicht ausdenken?  
",0,NONE
3483,hasoc_de_3484,"Oh je  Das hatten wir in der DDR bis zum Würgen.....  Karl Marx, Kommunistisches Manifest, Abriss der Geschichte des Marxismus-Leninismus.  á la FDJ-Studienjahr  Und das in der Bundesrepublik 2019??   Deutschland   
",0,NONE
448,hasoc_de_449,"Wir lehnen jede Form der Gleichstellungspolitik ab. Weder Quoten noch Zielvereinbarungen (FDP!) gehören in ein freies Deutschland. Frauen haben alle Rechte und Chancen - aus eigener Kraft, ganz ohne paternalistische Emanzipationspolitik. (Bild: AfD-Grundsatzprogramm) 
",0,NONE
1469,hasoc_de_1470,"Im Osten geht die Sonne auf.   'Weniger als drei Monate vor der Landtagswahl in Brandenburg ist die AfD in einer Umfrage erstmals stärkste Kraft.'  
",0,NONE
716,hasoc_de_717,"War er etwa Verfassungsfeind?!  USER USER USER USER USER USER USER  USER USER USER USER USER   Wir von der AfD sagen: Nein, sondern politischer Realist  Also einer von uns 
",0,NONE
3039,hasoc_de_3040,"USER Was sind das für Volldeppen...     'Stimmung machen für die Europawahl' dann musste er aber  schnell noch mal überlegen, was der offizielle Grund für diese Stimmung war.  ..bevor er noch den wahren Grund ausplaudert.  AfD",0,NONE
3321,hasoc_de_3322,"Ich betrachte halal Schlachten als unnötige Tierquälerei. Daher erfreut mich diese Pleite. Gerne mehr davon. 
",0,NONE
2048,hasoc_de_2049,"Nicht mehr nachvollziehbar. In Kamerun ist weder Krieg noch gibt es eine strukturelle Verfolgung bestimmter Gruppen. Asyl nur für echte Schutzbedürftige. Deutschland weitet Asylschutz auf alle Menschen mit Teint auf aus? Zum Schaden der Bürger. Merkel Wahn stoppen. CDU AFD 
",0,NONE
1901,hasoc_de_1902,"'Bürgerlich'!   Polenz nennt die GrüneKhmer tatsächlich 'bürgerlich'!  Es sind Kulturmarxisten, die aus Deutschland schneller eine Diktatur machen würden, als wir Klimalüge sagen können.  Nehmen Sie Ihre Medikamente endlich wieder regelmäßig, Herr Polenz! 
",1,OFFN
3164,hasoc_de_3165,"Hohn &amp; Spott     Wenn nur ein Funken Wahrheit in dem Video steckt sollten mal dringend alle bescheide vom JobCenter neu bewertet werden.    CDU SPD dieGrünen dieLinken FDP AFD 
",0,NONE
1168,hasoc_de_1169,"Über Deutschland kann man nur noch den Kopf schütteln: Fritz Wepper hat Hausverbot im Tennis-Club! 
",0,NONE
82,hasoc_de_83,"Alfred Nobel würde sich im Grab rumdrehen.  Ein Obama (führte die meisten Kriege im Amt eines US-Präsident), wurde der Friedensnobelpreis verliehen.  Nun ein psychisch krankes Kind, steht nun ganz weit oben auf der Liste für die Verleihung des 'Friedensnobelpreis'.  Sind die krank?",1,OFFN
3404,hasoc_de_3405,"Einem in Essen festgenommenen Flüchtling aus Nigeria konnten 24 Identitäten nachgewiesen werden. 24 Identitäten bedeuten übrigens auch 24× Sozialgeld pro Monat. 
",0,NONE
2724,hasoc_de_2725,USER Ui,0,NONE
1460,hasoc_de_1461,"Umweltschutz geht vor! Dieselverbot rettet das Klima!    Wirklich?  Mario Barth deckt auf:  Eine Kerze produziert mehr Stickoxide als im Straßenverkehr erlaubt.  Elektroautos produzieren den gleichen Feinstaub wie Benziner...   Klimahysterie  
",0,NONE
2818,hasoc_de_2819,"Die sind weiter und näher dran als diese Berliner Polizei.  Rebecca hat selber vor ihrem Verschwinden ihre Snapchat-Ortung deaktiviert und am Sonntag soll in der Drogenscene Hennigsdorf/Oranienburg gesucht werden.     findbecci rebecca schwagerwars    
",0,NONE
1893,hasoc_de_1894,"Für dieses Kind (!!!) wird Pfingsten 2019 für immer in traumatischer Erinnerung bleiben.   Solche 'Asylbewerber' haben in  nichts zu suchen! Es wird endlich Zeit für hartes Durchgreifen. AfD  Arzberg  
",1,OFFN
1668,hasoc_de_1669,"Die alte SED und die neue SED!   mhh ja ficki ficki für Deutschland    
 
",1,PRFN
2756,hasoc_de_2757,"Bonnie lass Dir niemals den Mund verbieten, niemals. Du siehst was daraus geworden ist, schau dich nur um, schau dir nur Deutschland an.    Das A…loch Wiltewka, alias der EkelWilfred, Papa Wilberg von der Capitol und O. Wilke    BonnieStrange    
",1,OFFN
2000,hasoc_de_2001,"Warum nicht? Die Polizei muss doch auch eine Abteilung für Qualitätskontrolle haben. 
",0,NONE
